group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
reads,100,queries,100,elements,24356400.0,ns,582
reads,100,queries,100,elements,24095100.0,ns,583
reads,100,queries,100,elements,23517400.0,ns,584
reads,100,queries,100,elements,23890700.0,ns,585
reads,100,queries,100,elements,23390900.0,ns,586
reads,100,queries,100,elements,23960600.0,ns,587
reads,100,queries,100,elements,23662900.0,ns,588
reads,100,queries,100,elements,23933100.0,ns,589
reads,100,queries,100,elements,23553900.0,ns,590
reads,100,queries,100,elements,27621500.0,ns,591
reads,100,queries,100,elements,28655600.0,ns,592
reads,100,queries,100,elements,26325700.0,ns,593
reads,100,queries,100,elements,24174600.0,ns,594
reads,100,queries,100,elements,24160300.0,ns,595
reads,100,queries,100,elements,25085200.0,ns,596
reads,100,queries,100,elements,24366900.0,ns,597
reads,100,queries,100,elements,25986300.0,ns,598
reads,100,queries,100,elements,24243400.0,ns,599
reads,100,queries,100,elements,24786700.0,ns,600
reads,100,queries,100,elements,23948400.0,ns,601
reads,100,queries,100,elements,25549500.0,ns,602
reads,100,queries,100,elements,25201400.0,ns,603
reads,100,queries,100,elements,25148300.0,ns,604
reads,100,queries,100,elements,25095100.0,ns,605
reads,100,queries,100,elements,24387800.0,ns,606
reads,100,queries,100,elements,25163300.0,ns,607
reads,100,queries,100,elements,25347000.0,ns,608
reads,100,queries,100,elements,25265600.0,ns,609
reads,100,queries,100,elements,24440000.0,ns,610
reads,100,queries,100,elements,24528100.0,ns,611
reads,100,queries,100,elements,24820500.0,ns,612
reads,100,queries,100,elements,25475100.0,ns,613
reads,100,queries,100,elements,24479300.0,ns,614
reads,100,queries,100,elements,25432200.0,ns,615
reads,100,queries,100,elements,24826800.0,ns,616
reads,100,queries,100,elements,25502400.0,ns,617
reads,100,queries,100,elements,25359500.0,ns,618
reads,100,queries,100,elements,25121600.0,ns,619
reads,100,queries,100,elements,25333400.0,ns,620
reads,100,queries,100,elements,24989200.0,ns,621
reads,100,queries,100,elements,24858200.0,ns,622
reads,100,queries,100,elements,25719100.0,ns,623
reads,100,queries,100,elements,25571100.0,ns,624
reads,100,queries,100,elements,25046300.0,ns,625
reads,100,queries,100,elements,25012400.0,ns,626
reads,100,queries,100,elements,25770600.0,ns,627
reads,100,queries,100,elements,25431000.0,ns,628
reads,100,queries,100,elements,25570400.0,ns,629
reads,100,queries,100,elements,25638300.0,ns,630
reads,100,queries,100,elements,25718900.0,ns,631
reads,100,queries,100,elements,26107600.0,ns,632
reads,100,queries,100,elements,25501100.0,ns,633
reads,100,queries,100,elements,25888500.0,ns,634
reads,100,queries,100,elements,25652900.0,ns,635
reads,100,queries,100,elements,25836200.0,ns,636
reads,100,queries,100,elements,26722100.0,ns,637
reads,100,queries,100,elements,28072100.0,ns,638
reads,100,queries,100,elements,26329600.0,ns,639
reads,100,queries,100,elements,26725900.0,ns,640
reads,100,queries,100,elements,26079800.0,ns,641
reads,100,queries,100,elements,26437700.0,ns,642
reads,100,queries,100,elements,26894300.0,ns,643
reads,100,queries,100,elements,30682300.0,ns,644
reads,100,queries,100,elements,26769400.0,ns,645
reads,100,queries,100,elements,26320400.0,ns,646
reads,100,queries,100,elements,26422200.0,ns,647
reads,100,queries,100,elements,25998800.0,ns,648
reads,100,queries,100,elements,26363500.0,ns,649
reads,100,queries,100,elements,26652700.0,ns,650
reads,100,queries,100,elements,26111800.0,ns,651
reads,100,queries,100,elements,27032900.0,ns,652
reads,100,queries,100,elements,26370000.0,ns,653
reads,100,queries,100,elements,29250100.0,ns,654
reads,100,queries,100,elements,26598900.0,ns,655
reads,100,queries,100,elements,26196000.0,ns,656
reads,100,queries,100,elements,27307000.0,ns,657
reads,100,queries,100,elements,27009400.0,ns,658
reads,100,queries,100,elements,36248300.0,ns,659
reads,100,queries,100,elements,26260300.0,ns,660
reads,100,queries,100,elements,26528600.0,ns,661
reads,100,queries,100,elements,27628500.0,ns,662
reads,100,queries,100,elements,27968400.0,ns,663
reads,100,queries,100,elements,28108000.0,ns,664
reads,100,queries,100,elements,29283900.0,ns,665
reads,100,queries,100,elements,27441600.0,ns,666
reads,100,queries,100,elements,28891500.0,ns,667
reads,100,queries,100,elements,27306500.0,ns,668
reads,100,queries,100,elements,27662500.0,ns,669
reads,100,queries,100,elements,27552300.0,ns,670
reads,100,queries,100,elements,27245200.0,ns,671
reads,100,queries,100,elements,27191100.0,ns,672
reads,100,queries,100,elements,27617300.0,ns,673
reads,100,queries,100,elements,27849400.0,ns,674
reads,100,queries,100,elements,27208900.0,ns,675
reads,100,queries,100,elements,31709200.0,ns,676
reads,100,queries,100,elements,28951200.0,ns,677
reads,100,queries,100,elements,27762100.0,ns,678
reads,100,queries,100,elements,27813400.0,ns,679
reads,100,queries,100,elements,29089900.0,ns,680
reads,100,queries,100,elements,27608500.0,ns,681
reads,100,queries,100,elements,28559100.0,ns,682
reads,100,queries,100,elements,28219800.0,ns,683
reads,100,queries,100,elements,27765300.0,ns,684
reads,100,queries,100,elements,27836500.0,ns,685
reads,100,queries,100,elements,28157000.0,ns,686
reads,100,queries,100,elements,27331200.0,ns,687
reads,100,queries,100,elements,27535600.0,ns,688
reads,100,queries,100,elements,28249100.0,ns,689
reads,100,queries,100,elements,29059500.0,ns,690
reads,100,queries,100,elements,27697800.0,ns,691
reads,100,queries,100,elements,28006600.0,ns,692
reads,100,queries,100,elements,28076500.0,ns,693
reads,100,queries,100,elements,27938500.0,ns,694
reads,100,queries,100,elements,28635900.0,ns,695
reads,100,queries,100,elements,28593300.0,ns,696
reads,100,queries,100,elements,27487400.0,ns,697
reads,100,queries,100,elements,28215800.0,ns,698
reads,100,queries,100,elements,28371600.0,ns,699
reads,100,queries,100,elements,27927700.0,ns,700
reads,100,queries,100,elements,28343600.0,ns,701
reads,100,queries,100,elements,28788200.0,ns,702
reads,100,queries,100,elements,28285300.0,ns,703
reads,100,queries,100,elements,28893100.0,ns,704
reads,100,queries,100,elements,28042400.0,ns,705
reads,100,queries,100,elements,28829700.0,ns,706
reads,100,queries,100,elements,29142300.0,ns,707
reads,100,queries,100,elements,28912400.0,ns,708
reads,100,queries,100,elements,28898300.0,ns,709
reads,100,queries,100,elements,29521900.0,ns,710
reads,100,queries,100,elements,31061400.0,ns,711
reads,100,queries,100,elements,29576700.0,ns,712
reads,100,queries,100,elements,29104100.0,ns,713
reads,100,queries,100,elements,39413300.0,ns,714
reads,100,queries,100,elements,30503400.0,ns,715
reads,100,queries,100,elements,30145500.0,ns,716
reads,100,queries,100,elements,29377900.0,ns,717
reads,100,queries,100,elements,29671000.0,ns,718
reads,100,queries,100,elements,29308200.0,ns,719
reads,100,queries,100,elements,29261700.0,ns,720
reads,100,queries,100,elements,28969100.0,ns,721
reads,100,queries,100,elements,29694300.0,ns,722
reads,100,queries,100,elements,29908000.0,ns,723
reads,100,queries,100,elements,30336300.0,ns,724
reads,100,queries,100,elements,29318700.0,ns,725
reads,100,queries,100,elements,29828800.0,ns,726
reads,100,queries,100,elements,29478500.0,ns,727
reads,100,queries,100,elements,29208600.0,ns,728
reads,100,queries,100,elements,29911000.0,ns,729
reads,100,queries,100,elements,30179500.0,ns,730
reads,100,queries,100,elements,30746800.0,ns,731
reads,100,queries,100,elements,30315700.0,ns,732
reads,100,queries,100,elements,29462300.0,ns,733
reads,100,queries,100,elements,29156600.0,ns,734
reads,100,queries,100,elements,30402400.0,ns,735
reads,100,queries,100,elements,29791200.0,ns,736
reads,100,queries,100,elements,30272500.0,ns,737
reads,100,queries,100,elements,29932800.0,ns,738
reads,100,queries,100,elements,30396000.0,ns,739
reads,100,queries,100,elements,29981800.0,ns,740
reads,100,queries,100,elements,30066300.0,ns,741
reads,100,queries,100,elements,30478500.0,ns,742
reads,100,queries,100,elements,30056100.0,ns,743
reads,100,queries,100,elements,29828700.0,ns,744
reads,100,queries,100,elements,31873900.0,ns,745
reads,100,queries,100,elements,29940200.0,ns,746
reads,100,queries,100,elements,47354100.0,ns,747
reads,100,queries,100,elements,31677800.0,ns,748
reads,100,queries,100,elements,30847400.0,ns,749
reads,100,queries,100,elements,32015500.0,ns,750
reads,100,queries,100,elements,31801000.0,ns,751
reads,100,queries,100,elements,30701800.0,ns,752
reads,100,queries,100,elements,30919100.0,ns,753
reads,100,queries,100,elements,30672700.0,ns,754
reads,100,queries,100,elements,30652600.0,ns,755
reads,100,queries,100,elements,31208100.0,ns,756
reads,100,queries,100,elements,30514100.0,ns,757
reads,100,queries,100,elements,30802800.0,ns,758
reads,100,queries,100,elements,30490600.0,ns,759
reads,100,queries,100,elements,34040600.0,ns,760
reads,100,queries,100,elements,31296800.0,ns,761
reads,100,queries,100,elements,30730300.0,ns,762
reads,100,queries,100,elements,30809500.0,ns,763
reads,100,queries,100,elements,31388900.0,ns,764
reads,100,queries,100,elements,31077400.0,ns,765
reads,100,queries,100,elements,31370200.0,ns,766
reads,100,queries,100,elements,30868600.0,ns,767
reads,100,queries,100,elements,31065800.0,ns,768
reads,100,queries,100,elements,31030700.0,ns,769
reads,100,queries,100,elements,30951300.0,ns,770
reads,100,queries,100,elements,31934300.0,ns,771
reads,100,queries,100,elements,32499300.0,ns,772
reads,100,queries,100,elements,32150100.0,ns,773
reads,100,queries,100,elements,31566800.0,ns,774
reads,100,queries,100,elements,31202700.0,ns,775
reads,100,queries,100,elements,31759500.0,ns,776
reads,100,queries,100,elements,32543000.0,ns,777
reads,100,queries,100,elements,31977800.0,ns,778
reads,100,queries,100,elements,32800800.0,ns,779
reads,100,queries,100,elements,33300500.0,ns,780
reads,100,queries,100,elements,33467000.0,ns,781
reads,100,queries,100,elements,32061300.0,ns,782
reads,100,queries,100,elements,31895400.0,ns,783
reads,100,queries,100,elements,32638200.0,ns,784
reads,100,queries,100,elements,32978400.0,ns,785
reads,100,queries,100,elements,32621900.0,ns,786
reads,100,queries,100,elements,32267700.0,ns,787
reads,100,queries,100,elements,33128900.0,ns,788
reads,100,queries,100,elements,31681400.0,ns,789
reads,100,queries,100,elements,33572300.0,ns,790
reads,100,queries,100,elements,31945300.0,ns,791
reads,100,queries,100,elements,32078700.0,ns,792
reads,100,queries,100,elements,32144800.0,ns,793
reads,100,queries,100,elements,32369700.0,ns,794
reads,100,queries,100,elements,32254400.0,ns,795
reads,100,queries,100,elements,32738300.0,ns,796
reads,100,queries,100,elements,32396800.0,ns,797
reads,100,queries,100,elements,32526000.0,ns,798
reads,100,queries,100,elements,32546000.0,ns,799
reads,100,queries,100,elements,32325400.0,ns,800
reads,100,queries,100,elements,32359300.0,ns,801
reads,100,queries,100,elements,33205400.0,ns,802
reads,100,queries,100,elements,32915700.0,ns,803
reads,100,queries,100,elements,33137200.0,ns,804
reads,100,queries,100,elements,33141900.0,ns,805
reads,100,queries,100,elements,33155400.0,ns,806
reads,100,queries,100,elements,33805800.0,ns,807
reads,100,queries,100,elements,34143900.0,ns,808
reads,100,queries,100,elements,35432600.0,ns,809
reads,100,queries,100,elements,34893300.0,ns,810
reads,100,queries,100,elements,32973000.0,ns,811
reads,100,queries,100,elements,33686500.0,ns,812
reads,100,queries,100,elements,40607500.0,ns,813
reads,100,queries,100,elements,33316100.0,ns,814
reads,100,queries,100,elements,34295200.0,ns,815
reads,100,queries,100,elements,33880100.0,ns,816
reads,100,queries,100,elements,38635900.0,ns,817
reads,100,queries,100,elements,34019600.0,ns,818
reads,100,queries,100,elements,32562000.0,ns,819
reads,100,queries,100,elements,33447000.0,ns,820
reads,100,queries,100,elements,33263600.0,ns,821
reads,100,queries,100,elements,33482100.0,ns,822
reads,100,queries,100,elements,33329900.0,ns,823
reads,100,queries,100,elements,33574300.0,ns,824
reads,100,queries,100,elements,33249400.0,ns,825
reads,100,queries,100,elements,33491800.0,ns,826
reads,100,queries,100,elements,33231800.0,ns,827
reads,100,queries,100,elements,34560100.0,ns,828
reads,100,queries,100,elements,33198000.0,ns,829
reads,100,queries,100,elements,34049700.0,ns,830
reads,100,queries,100,elements,33125300.0,ns,831
reads,100,queries,100,elements,33703400.0,ns,832
reads,100,queries,100,elements,33742000.0,ns,833
reads,100,queries,100,elements,34344000.0,ns,834
reads,100,queries,100,elements,34085700.0,ns,835
reads,100,queries,100,elements,34268600.0,ns,836
reads,100,queries,100,elements,35003800.0,ns,837
reads,100,queries,100,elements,36080100.0,ns,838
reads,100,queries,100,elements,34702300.0,ns,839
reads,100,queries,100,elements,34023300.0,ns,840
reads,100,queries,100,elements,34874000.0,ns,841
reads,100,queries,100,elements,34008400.0,ns,842
reads,100,queries,100,elements,34777200.0,ns,843
reads,100,queries,100,elements,35163800.0,ns,844
reads,100,queries,100,elements,34374300.0,ns,845
reads,100,queries,100,elements,34762400.0,ns,846
reads,100,queries,100,elements,35802600.0,ns,847
reads,100,queries,100,elements,36920300.0,ns,848
reads,100,queries,100,elements,33948400.0,ns,849
reads,100,queries,100,elements,34303600.0,ns,850
reads,100,queries,100,elements,35605400.0,ns,851
reads,100,queries,100,elements,34954800.0,ns,852
reads,100,queries,100,elements,34397000.0,ns,853
reads,100,queries,100,elements,35033400.0,ns,854
reads,100,queries,100,elements,35779000.0,ns,855
reads,100,queries,100,elements,36188000.0,ns,856
reads,100,queries,100,elements,37077000.0,ns,857
reads,100,queries,100,elements,35011100.0,ns,858
reads,100,queries,100,elements,34886000.0,ns,859
reads,100,queries,100,elements,35455000.0,ns,860
reads,100,queries,100,elements,36505800.0,ns,861
reads,100,queries,100,elements,37530200.0,ns,862
reads,100,queries,100,elements,36328600.0,ns,863
reads,100,queries,100,elements,35284300.0,ns,864
reads,100,queries,100,elements,35845900.0,ns,865
reads,100,queries,100,elements,35857800.0,ns,866
reads,100,queries,100,elements,37637400.0,ns,867
reads,100,queries,100,elements,35800700.0,ns,868
reads,100,queries,100,elements,35545200.0,ns,869
reads,100,queries,100,elements,37273100.0,ns,870
reads,100,queries,100,elements,35300000.0,ns,871
reads,100,queries,100,elements,35639900.0,ns,872
reads,100,queries,100,elements,36069700.0,ns,873
reads,100,queries,100,elements,34867800.0,ns,874
reads,100,queries,100,elements,35746700.0,ns,875
reads,100,queries,100,elements,36057200.0,ns,876
reads,100,queries,100,elements,36273700.0,ns,877
reads,100,queries,100,elements,57134400.0,ns,878
reads,100,queries,100,elements,37037900.0,ns,879
reads,100,queries,100,elements,36499300.0,ns,880
reads,100,queries,100,elements,35722100.0,ns,881
reads,100,queries,100,elements,35967600.0,ns,882
reads,100,queries,100,elements,36714800.0,ns,883
reads,100,queries,100,elements,36467700.0,ns,884
reads,100,queries,100,elements,35466300.0,ns,885
reads,100,queries,100,elements,35469700.0,ns,886
reads,100,queries,100,elements,35889100.0,ns,887
reads,100,queries,100,elements,36335100.0,ns,888
reads,100,queries,100,elements,36652100.0,ns,889
reads,100,queries,100,elements,36147500.0,ns,890
reads,100,queries,100,elements,37190100.0,ns,891
reads,100,queries,100,elements,36839500.0,ns,892
reads,100,queries,100,elements,36090000.0,ns,893
reads,100,queries,100,elements,37761100.0,ns,894
reads,100,queries,100,elements,35236800.0,ns,895
reads,100,queries,100,elements,35798800.0,ns,896
reads,100,queries,100,elements,38048100.0,ns,897
reads,100,queries,100,elements,36276000.0,ns,898
reads,100,queries,100,elements,36846100.0,ns,899
reads,100,queries,100,elements,36821200.0,ns,900
reads,100,queries,100,elements,37177400.0,ns,901
reads,100,queries,100,elements,36950700.0,ns,902
reads,100,queries,100,elements,36821700.0,ns,903
reads,100,queries,100,elements,36364400.0,ns,904
reads,100,queries,100,elements,36716000.0,ns,905
reads,100,queries,100,elements,37181100.0,ns,906
reads,100,queries,100,elements,37173900.0,ns,907
reads,100,queries,100,elements,38592400.0,ns,908
reads,100,queries,100,elements,37436300.0,ns,909
reads,100,queries,100,elements,37107700.0,ns,910
reads,100,queries,100,elements,36923100.0,ns,911
reads,100,queries,100,elements,37146000.0,ns,912
reads,100,queries,100,elements,37462000.0,ns,913
reads,100,queries,100,elements,36821100.0,ns,914
reads,100,queries,100,elements,36905300.0,ns,915
reads,100,queries,100,elements,37404000.0,ns,916
reads,100,queries,100,elements,37711400.0,ns,917
reads,100,queries,100,elements,38206000.0,ns,918
reads,100,queries,100,elements,38110300.0,ns,919
reads,100,queries,100,elements,37790900.0,ns,920
reads,100,queries,100,elements,39870800.0,ns,921
reads,100,queries,100,elements,38357100.0,ns,922
reads,100,queries,100,elements,38230500.0,ns,923
reads,100,queries,100,elements,37644600.0,ns,924
reads,100,queries,100,elements,38241000.0,ns,925
reads,100,queries,100,elements,38514500.0,ns,926
reads,100,queries,100,elements,38168800.0,ns,927
reads,100,queries,100,elements,38330600.0,ns,928
reads,100,queries,100,elements,38631500.0,ns,929
reads,100,queries,100,elements,37875700.0,ns,930
reads,100,queries,100,elements,37462600.0,ns,931
reads,100,queries,100,elements,39097100.0,ns,932
reads,100,queries,100,elements,40944800.0,ns,933
reads,100,queries,100,elements,37718600.0,ns,934
reads,100,queries,100,elements,38025300.0,ns,935
reads,100,queries,100,elements,39922300.0,ns,936
reads,100,queries,100,elements,38887800.0,ns,937
reads,100,queries,100,elements,37844900.0,ns,938
reads,100,queries,100,elements,38400200.0,ns,939
reads,100,queries,100,elements,38074800.0,ns,940
reads,100,queries,100,elements,38863500.0,ns,941
reads,100,queries,100,elements,38344900.0,ns,942
reads,100,queries,100,elements,38371700.0,ns,943
reads,100,queries,100,elements,39219300.0,ns,944
reads,100,queries,100,elements,38921500.0,ns,945
reads,100,queries,100,elements,38938400.0,ns,946
reads,100,queries,100,elements,38568000.0,ns,947
reads,100,queries,100,elements,41537000.0,ns,948
reads,100,queries,100,elements,39202800.0,ns,949
reads,100,queries,100,elements,39279500.0,ns,950
reads,100,queries,100,elements,39061100.0,ns,951
reads,100,queries,100,elements,39220100.0,ns,952
reads,100,queries,100,elements,39036400.0,ns,953
reads,100,queries,100,elements,39486400.0,ns,954
reads,100,queries,100,elements,38234500.0,ns,955
reads,100,queries,100,elements,39610000.0,ns,956
reads,100,queries,100,elements,38713500.0,ns,957
reads,100,queries,100,elements,39015000.0,ns,958
reads,100,queries,100,elements,39702500.0,ns,959
reads,100,queries,100,elements,39426000.0,ns,960
reads,100,queries,100,elements,39007000.0,ns,961
reads,100,queries,100,elements,38615500.0,ns,962
reads,100,queries,100,elements,43583300.0,ns,963
reads,100,queries,100,elements,39990300.0,ns,964
reads,100,queries,100,elements,39455000.0,ns,965
reads,100,queries,100,elements,39398000.0,ns,966
reads,100,queries,100,elements,38957100.0,ns,967
reads,100,queries,100,elements,39354700.0,ns,968
reads,100,queries,100,elements,39163200.0,ns,969
reads,100,queries,100,elements,39032300.0,ns,970
reads,100,queries,100,elements,40608700.0,ns,971
reads,100,queries,100,elements,40174900.0,ns,972
reads,100,queries,100,elements,39978800.0,ns,973
reads,100,queries,100,elements,40298100.0,ns,974
reads,100,queries,100,elements,39506600.0,ns,975
reads,100,queries,100,elements,49863200.0,ns,976
reads,100,queries,100,elements,40599900.0,ns,977
reads,100,queries,100,elements,40619300.0,ns,978
reads,100,queries,100,elements,40072100.0,ns,979
reads,100,queries,100,elements,39449700.0,ns,980
reads,100,queries,100,elements,39778200.0,ns,981
reads,100,queries,100,elements,39127600.0,ns,982
reads,100,queries,100,elements,41007900.0,ns,983
reads,100,queries,100,elements,40006700.0,ns,984
reads,100,queries,100,elements,39953100.0,ns,985
reads,100,queries,100,elements,40214800.0,ns,986
reads,100,queries,100,elements,40278800.0,ns,987
reads,100,queries,100,elements,39947400.0,ns,988
reads,100,queries,100,elements,40382500.0,ns,989
reads,100,queries,100,elements,51286600.0,ns,990
reads,100,queries,100,elements,41843200.0,ns,991
reads,100,queries,100,elements,41124900.0,ns,992
reads,100,queries,100,elements,40423800.0,ns,993
reads,100,queries,100,elements,40604100.0,ns,994
reads,100,queries,100,elements,41019500.0,ns,995
reads,100,queries,100,elements,41836700.0,ns,996
reads,100,queries,100,elements,45619400.0,ns,997
reads,100,queries,100,elements,42855100.0,ns,998
reads,100,queries,100,elements,41676200.0,ns,999
reads,100,queries,100,elements,41677900.0,ns,1000
